epoch,accuracy,dice_coef,dice_coef_edema,dice_coef_enhancing,dice_coef_necrotic,loss,lr,mean_io_u,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_dice_coef_edema,val_dice_coef_enhancing,val_dice_coef_necrotic,val_loss,val_mean_io_u,val_precision,val_sensitivity,val_specificity
10,0.9892311692237854,0.35508137941360474,0.3948429226875305,0.17789135873317719,0.15843388438224792,0.03697171062231064,0.001,0.49884480237960815,0.9926811456680298,0.9866049289703369,0.9975746870040894,0.9888028502464294,0.36624959111213684,0.37567049264907837,0.20622242987155914,0.16550451517105103,0.03711420297622681,0.5558172464370728,0.9919657111167908,0.9864882230758667,0.9973363876342773
11,0.9891098141670227,0.3619595766067505,0.4212571382522583,0.19221913814544678,0.16452915966510773,0.03858765959739685,0.001,0.4852730631828308,0.9919375777244568,0.9868580102920532,0.9973257184028625,0.9891392588615417,0.3709702491760254,0.43179917335510254,0.14651918411254883,0.1364336460828781,0.03605913743376732,0.44922780990600586,0.9907408952713013,0.9881765246391296,0.9969228506088257
12,0.9902876019477844,0.3847898840904236,0.46958237886428833,0.24237892031669617,0.1702800691127777,0.031102819368243217,0.00020000001,0.4887499511241913,0.9928017258644104,0.988486111164093,0.9976124167442322,0.9896755814552307,0.3936549723148346,0.4842323660850525,0.3035908043384552,0.19816556572914124,0.03273041918873787,0.5055314302444458,0.9931365251541138,0.9869771599769592,0.9977273344993591
13,0.9906554222106934,0.38761666417121887,0.46236613392829895,0.26304471492767334,0.17934560775756836,0.029580295085906982,0.00020000001,0.5361416935920715,0.993333637714386,0.988747239112854,0.9977900981903076,0.9897546172142029,0.3999408185482025,0.47475099563598633,0.33664461970329285,0.2110263705253601,0.032425012439489365,0.5650869607925415,0.9934031963348389,0.9868649840354919,0.9978163242340088
14,0.9904665350914001,0.39760681986808777,0.47552770376205444,0.3005906939506531,0.18672388792037964,0.030013173818588257,0.00020000001,0.5399435758590698,0.9933383464813232,0.9882907271385193,0.9977911114692688,0.9898229241371155,0.4037182629108429,0.4938882291316986,0.3317808508872986,0.18887530267238617,0.031842511147260666,0.5222502946853638,0.9928671717643738,0.9875977635383606,0.9976361393928528
15,0.9906936883926392,0.4046155512332916,0.4775203466415405,0.3268709182739258,0.19366872310638428,0.02921990677714348,0.00020000001,0.5615320205688477,0.9935328364372253,0.9886316657066345,0.9978558421134949,0.9899240136146545,0.40687644481658936,0.4884726107120514,0.35493984818458557,0.19451957941055298,0.031607735902071,0.5705196857452393,0.9930265545845032,0.9876242280006409,0.9976891279220581
16,0.9905892014503479,0.4107346832752228,0.48810485005378723,0.34024545550346375,0.19836635887622833,0.029399359598755836,0.00020000001,0.5546553730964661,0.9935433864593506,0.9884170293807983,0.9978604316711426,0.9899395108222961,0.40860193967819214,0.48442965745925903,0.29680851101875305,0.18434789776802063,0.032099150121212006,0.6586984395980835,0.9923173189163208,0.9882981777191162,0.9974499344825745
17,0.9898099899291992,0.4097099006175995,0.47969603538513184,0.32689857482910156,0.20530670881271362,0.031679533421993256,0.00020000001,0.545513391494751,0.9928198456764221,0.9876684546470642,0.9976206421852112,0.9900532960891724,0.41360539197921753,0.5085229277610779,0.3388262987136841,0.1844850480556488,0.031153764575719833,0.5475998520851135,0.9925926327705383,0.9882391691207886,0.997543215751648
18,0.9907468557357788,0.41667452454566956,0.5045488476753235,0.34115856885910034,0.1978776603937149,0.028652900829911232,0.00020000001,0.5827841758728027,0.9934824705123901,0.988725483417511,0.9978390336036682,0.9901941418647766,0.41525083780288696,0.4956756830215454,0.35490766167640686,0.2017591893672943,0.030694419518113136,0.5870493650436401,0.9930781722068787,0.9880249500274658,0.9977054595947266
19,0.990908682346344,0.41594842076301575,0.4877968430519104,0.35300055146217346,0.2060556709766388,0.028139105066657066,0.00020000001,0.5723384022712708,0.9936988353729248,0.988864541053772,0.9979111552238464,0.9902010560035706,0.4187058210372925,0.5054374933242798,0.36147406697273254,0.21822118759155273,0.030564678832888603,0.635413408279419,0.9931678771972656,0.9879375696182251,0.9977352619171143
20,0.9909213185310364,0.423836350440979,0.49772703647613525,0.39369407296180725,0.203415647149086,0.02894846349954605,0.00020000001,0.5795361995697021,0.9935571551322937,0.9889307618141174,0.9978639483451843,0.9898762106895447,0.4122617542743683,0.45445701479911804,0.31022918224334717,0.16589772701263428,0.032646115869283676,0.6664341688156128,0.9917293787002563,0.988713264465332,0.9972524642944336
21,0.9906371235847473,0.41574373841285706,0.47750192880630493,0.3640252649784088,0.21345004439353943,0.0294788908213377,0.00020000001,0.5619158148765564,0.993394136428833,0.988594651222229,0.9978102445602417,0.990456223487854,0.4307990074157715,0.5012683272361755,0.413098007440567,0.2014317363500595,0.0297558456659317,0.5689039826393127,0.9928984045982361,0.9886651039123535,0.9976435303688049
22,0.9908948540687561,0.42496827244758606,0.49187836050987244,0.3933849036693573,0.20790213346481323,0.02819879911839962,0.00020000001,0.56160569190979,0.9934484958648682,0.9890708327293396,0.9978271722793579,0.9905301332473755,0.4356446862220764,0.5065299272537231,0.42909136414527893,0.21148429811000824,0.02972269244492054,0.607302188873291,0.9929817914962769,0.9887234568595886,0.9976722598075867
23,0.9916400909423828,0.42778074741363525,0.4992142617702484,0.3920965790748596,0.2230331152677536,0.026436369866132736,0.00020000001,0.540661096572876,0.9940091967582703,0.9898470044136047,0.9980123043060303,0.9905978441238403,0.4410867393016815,0.5258971452713013,0.41306284070014954,0.22433984279632568,0.029375238344073296,0.5587391257286072,0.9929996728897095,0.9887945055961609,0.9976772665977478
24,0.9909103512763977,0.43206965923309326,0.5066237449645996,0.4066135585308075,0.21322190761566162,0.028429728001356125,0.00020000001,0.5717171430587769,0.9934280514717102,0.989013135433197,0.9978205561637878,0.9905430674552917,0.4382440149784088,0.5353304147720337,0.4655311107635498,0.24401095509529114,0.030211541801691055,0.5217275619506836,0.9935451149940491,0.9881037473678589,0.9978615641593933
25,0.9912112355232239,0.4318758249282837,0.4986555874347687,0.41315189003944397,0.2181416004896164,0.027831068262457848,0.00020000001,0.5501174926757812,0.9936595559120178,0.9893446564674377,0.9978970289230347,0.9906207919120789,0.43538060784339905,0.5186312794685364,0.39973801374435425,0.2181365191936493,0.029270494356751442,0.5893369913101196,0.9929513335227966,0.9889113306999207,0.997660756111145
26,0.9910704493522644,0.44182732701301575,0.5220135450363159,0.4465450942516327,0.20841121673583984,0.02833542414009571,0.00020000001,0.5288949012756348,0.993438720703125,0.9892832636833191,0.9978235960006714,0.9906929135322571,0.4372868835926056,0.5387174487113953,0.4770231544971466,0.22040411829948425,0.029486170038580894,0.45871514081954956,0.9935846328735352,0.9883434772491455,0.9978740811347961
27,0.9911420941352844,0.43735289573669434,0.5086536407470703,0.43163222074508667,0.22820566594600677,0.027450675144791603,0.00020000001,0.5339273810386658,0.9936559200286865,0.9892430901527405,0.9978965520858765,0.9908037781715393,0.4503735303878784,0.5140165686607361,0.4501654803752899,0.23869797587394714,0.028829367831349373,0.5671213865280151,0.9931114912033081,0.9890446662902832,0.9977144598960876
28,0.9912897944450378,0.44710785150527954,0.5110659003257751,0.4498232901096344,0.23595266044139862,0.027088971808552742,0.00020000001,0.5120705366134644,0.9935899972915649,0.9895360469818115,0.9978734254837036,0.9908376932144165,0.44931086897850037,0.513996422290802,0.5003011226654053,0.2537306249141693,0.028503933921456337,0.48733028769493103,0.9936167001724243,0.9886221885681152,0.9978845715522766
